normalized_part_number,models,model_count,part_number_variants,descriptions,categories,record_count,source_file
RAC-004,RT-1011L; RT-1020L,2,RAC-004-A,"Knob (POWER, REEL, SPEED); Knob (power, reel, speed)",Reel To Reel Tape,2,parts_19.csv
RAC-023,CT-F7171,1,RAC-023-0,Marker ring,Cassette Tape,1,parts_19.csv
RAC-052,RT-707,1,RAC-052,Knob (REPEAT) assembly,Reel To Reel Tape,1,parts_19.csv
RAC-054,RT-707,1,RAC-054,Knob (DIRECTION),Reel To Reel Tape,1,parts_19.csv
RAC-055,RT-701; RT-707,2,RAC-055,Knob (FUNCTION SWITCH) assembly; Knob (FUNCTlON SWITCH) assembly,Reel To Reel Tape,2,parts_19.csv
RAC-056,RT-701; RT-707,2,RAC-056,Knob (REC SWITCH) assembly; REC button assembly,Reel To Reel Tape,2,parts_19.csv
RAC-057,RT-701; RT-707,2,RAC-057,Knob (SWITCH) assembly,Reel To Reel Tape,2,parts_19.csv
RAC-069,CT-F700,1,RAC-069,Power button cap,Cassette Tape,1,parts_19.csv
RAC-070,CT-F700,1,RAC-070,Counter cap,Cassette Tape,1,parts_19.csv
RAC-083,CT-F500/505,1,RAC-083,Cap (COUNTER RESET - CT-F500),Cassette Tape,1,parts_19.csv
RAC-084,CT-F500/505,1,RAC-084,"Knob (TAPE SELECTOR,DOLBY NR)",Cassette Tape,1,parts_19.csv
RAC-085,CT-F500/505,1,RAC-085,Power switch knob,Cassette Tape,1,parts_19.csv
RAC-091,CT-F900; CT-F950,2,RAC-091,"Chassis Push knob A (MONITOR); Knob A (DOLBY NR, INPUT); Push knob A (MONITOR, DOLBY, INPUT SELECTOR)",Cassette Tape,3,parts_19.csv
RAC-092,CT-F900,1,RAC-092,Push knob B (TAPE),Cassette Tape,1,parts_19.csv
RAC-093,CT-F1250; CT-F900; CT-F950,3,RAC-093,"Push knob (C); Push knob C (COUNTER, MEMORY, REPEAT, TIMER START, METER)",Cassette Tape,3,parts_19.csv
RAC-094,CT-F1250; CT-F850; CT-F900; CT-F950,4,RAC-094,Knob (POWER SWITCH); Knob (POWER); Power knob; Power switch knob,Cassette Tape,4,parts_19.csv
RAC-095,CT-F900,1,RAC-095,"Knob (REW, FF, STOP, PLAY,REC, PAUSE)",Cassette Tape,1,parts_19.csv
RAC-097,CT-F500/505,1,RAC-097,Cap (COUNTER RESET - CT-F500),Cassette Tape,1,parts_19.csv
RAC-100,CT-F850,1,RAC-100,"Push Knob (MONITOR, METER SELECT, DOLBY)",Cassette Tape,1,parts_19.csv
RAC-103,CT-F850,1,RAC-103,Knob (COUNTER),Cassette Tape,1,parts_19.csv
RAC-104,CT-F600/605,1,RAC-104,"Push knob (DOLBY NR,TAPE SELECTION)",Cassette Tape,1,parts_19.csv
RAC-105,CT-F600/605,1,RAC-105,Lever knob assembly,Cassette Tape,1,parts_19.csv
RAC-107,CT-F1250,1,RAC-107,Knob,Cassette Tape,1,parts_19.csv
RAC-108,CT-F950,1,RAC-108,Function switch knob,Cassette Tape,1,parts_19.csv
RAC-109,CT-F750,1,RAC-109,"Lever knob (DOLBY, REC MUTE) assembly",Cassette Tape,1,parts_19.csv
RAC-110,CT-F750,1,RAC-110,Lever knob (POWER) assembly,Cassette Tape,1,parts_19.csv
RAC-111,CT-F850,1,RAC-111,"Knob A (STOP, PLAY, PAUSE)",Cassette Tape,1,parts_19.csv
RAC-112,CT-F850,1,RAC-112,"Knob B (REW, FF, REC)",Cassette Tape,1,parts_19.csv
RAC-113,RT-909,1,RAC-113,Meter knob assembly,Reel To Reel Tape,1,parts_19.csv
RAC-114,RT-909,1,RAC-114,Counter knob assembly,Reel To Reel Tape,1,parts_19.csv
RAC-115,RT-909,1,RAC-115,Switch knob assembly,Reel To Reel Tape,1,parts_19.csv
RAC-116,CT-F750,1,RAC-116,Cover close knob assembly,Cassette Tape,1,parts_19.csv
RAC-117,CT-F1250,1,RAC-117,Knob (B),Cassette Tape,1,parts_19.csv
RAC-118,RT-909,1,RAC-118,Function knob assembly,Reel To Reel Tape,1,parts_19.csv
RAC-119,RT-909,1,RAC-119,REC knob assembly,Reel To Reel Tape,1,parts_19.csv
RAC-120,RT-909,1,RAC-120,Knob A assembly,Reel To Reel Tape,1,parts_19.csv
RAC-121,RT-909,1,RAC-121,Knob B assembly,Reel To Reel Tape,1,parts_19.csv
RAC-122,RT-909,1,RAC-122,Knob (PITCH CONTROL),Reel To Reel Tape,1,parts_19.csv
RAD-130,RT-909,1,RAD-130,"Switch cap (MONITOR,BIAS,EQ,REC MODE ON/OFF); Switch cap (POWER)",Reel To Reel Tape,2,parts_19.csv
RAH -071,QT-6100,1,RAH -071-0,Deck panel,Reel To Reel Tape,1,parts_19.csv
RAH-010,CT-F7171,1,RAH-010-A,Reflecting plate,Cassette Tape,1,parts_19.csv
RAH-014,QT-74,1,RAH-014-0,Aluminum disk,Reel To Reel Tape,1,parts_19.csv
RAH-016,QT-6600,1,RAH-016-A,Name plate,Reel To Reel Tape,1,parts_19.csv
RAH-019,QT-74,1,RAH-019-A,Name plate,Reel To Reel Tape,1,parts_19.csv
RAH-020,CT-F700,1,RAH-020,Cassette plate,Cassette Tape,1,parts_19.csv
RAH-023,QT-6600,1,RAH-023-A,Deck panel,Reel To Reel Tape,1,parts_19.csv
RAH-058,QT-74,1,RAH-058-0,Reel mount frame,Reel To Reel Tape,2,parts_19.csv
RAH-060,QT-74,1,RAH-060-B,Deck panel,Reel To Reel Tape,1,parts_19.csv
RAH-063,QT-6100,1,RAH-063-0,Reel mount frame,Reel To Reel Tape,2,parts_19.csv
RAH-064,QT-6600,1,RAH-064-0,Reel mount frame,Reel To Reel Tape,2,parts_19.csv
RAH-075,QT-74,1,RAH-075-0,REC./P.B. head template A2,Reel To Reel Tape,1,parts_19.csv
RAH-076,QT-74,1,RAH-076-0,REC./P.B. head template B2,Reel To Reel Tape,1,parts_19.csv
RAH-079,RT-1011L; RT-1020L,2,RAH-079-A,Spin screw; Tension arm plate,Reel To Reel Tape,2,parts_19.csv
RAH-092,RT-1020L,1,RAH-092-0,Roller cover (A),Reel To Reel Tape,1,parts_19.csv
RAH-093,RT-1020L,1,RAH-093-0,Roller cover (B),Reel To Reel Tape,1,parts_19.csv
RAH-106,RT-1011L,1,RAH-106-0,Roller cover (A),Reel To Reel Tape,1,parts_19.csv
RAH-107,RT-1011L,1,RAH-107-0,Roller cover (B),Reel To Reel Tape,1,parts_19.csv
RAH-116,CT-F6161,1,RAH-116-0,Reflecting plate,Cassette Tape,1,parts_19.csv
RAH-126,CT-F9191,1,RAH-126,"Lever (REW,FF,STOP,PLAY)",Cassette Tape,1,parts_19.csv
RAH-128,CT-F9191,1,RAH-128,Lever (REC),Cassette Tape,1,parts_19.csv
RAH-152,CT-F8282,1,RAH-152,"Lever A (REW, FFW); Lever A (STOP, PLAY)",Cassette Tape,2,parts_19.csv
RAH-153,CT-F8282,1,RAH-153,Lever B (REC),Cassette Tape,1,parts_19.csv
RAH-154,CT-F6262; CT-F7272,2,RAH-154,Cassette panel; Panel,Cassette Tape,2,parts_19.csv
RAH-161,CT-F7272,1,RAH-161,Front panel,Cassette Tape,1,parts_19.csv
RAH-163,CT-F8282,1,RAH-163,Front panel,Cassette Tape,1,parts_19.csv
RAH-165,CT-F6262,1,RAH-165,Front panel,Cassette Tape,1,parts_19.csv
RAH-170,RT-701; RT-707,2,RAH-170,Base cover R,Reel To Reel Tape,2,parts_19.csv
RAH-171,RT-701; RT-707,2,RAH-171,Base cover L,Reel To Reel Tape,2,parts_19.csv
RAH-172,RT-701,1,RAH-172,Cap,Reel To Reel Tape,1,parts_19.csv
RAH-176,RT-707,1,RAH-176,Head panel B,Reel To Reel Tape,1,parts_19.csv
RAH-187,CT-F1000,1,RAH-187,Function button A (PLAY),Cassette Tape,1,parts_19.csv
RAH-188,CT-F1000,1,RAH-188,Function button B (REC),Cassette Tape,1,parts_19.csv
RAH-189,RT-701,1,RAH-189,Head panel A,Reel To Reel Tape,1,parts_19.csv
RAH-190,CT-F1000,1,RAH-190,Function button C (REW),Cassette Tape,1,parts_19.csv
RAH-191,CT-F1000,1,RAH-191,Function button D (F.F),Cassette Tape,1,parts_19.csv
RAH-192,CT-F1000,1,RAH-192,Function button E (STOP),Cassette Tape,1,parts_19.csv
RAH-200,CT-F700,1,RAH-200,Cassette plate,Cassette Tape,1,parts_19.csv
RAH-213,CT-F500/505,1,RAH-213,Front panel (CT-F500),Cassette Tape,1,parts_19.csv
RAH-224,CT-F500/505,1,RAH-224,Dress plate,Cassette Tape,1,parts_19.csv
RAH-230,CT-F500/505,1,RAH-230,Front panel (CT-F505),Cassette Tape,1,parts_19.csv
RAH-233,CT-F850,1,RAH-233,Plate,Cassette Tape,1,parts_19.csv
RAH-259,CT-F600/605,1,RAH-259,Dress plate,Cassette Tape,1,parts_19.csv
RAH-264,CT-F1250,1,RAH-264,Half cover panel,Cassette Tape,1,parts_19.csv
RAH-284,CT-F600/605,1,RAH-284,Front panel - CT-F605/KU Model,Cassette Tape,1,parts_19.csv
RAH-285,CT-F950,1,RAH-285,Escutcheon panel,Cassette Tape,1,parts_19.csv
RAH-286,CT-F950,1,RAH-286,Function panel,Cassette Tape,1,parts_19.csv
RAH-287,CT-F950,1,RAH-287,Half cover panel,Cassette Tape,1,parts_19.csv
RAH-289,CT-F850,1,RAH-289,Control panel,Cassette Tape,1,parts_19.csv
RAH-290,CT-F750,1,RAH-290,FR key,Cassette Tape,1,parts_19.csv
RAH-293,RT-909,1,RAH-293,Front panel,Reel To Reel Tape,1,parts_19.csv
RAH-298,CT-F600/605,1,RAH-298,Front panel,Cassette Tape,1,parts_19.csv
RAH-299,CT-F850,1,RAH-299,Front panel,Cassette Tape,1,parts_19.csv
RAK-001,QT-6600; QT-74,2,RAK-001-0,Terminal name plate,Reel To Reel Tape,2,parts_19.csv
RAK-004,RT-707,1,RAK-004,Plate,Reel To Reel Tape,1,parts_19.csv
RAL-037,QT-6600,1,RAL-037-0,Model name plate,Reel To Reel Tape,1,parts_19.csv
RAL-039,QT-6100,1,RAL-039-0,Model name plate,Reel To Reel Tape,1,parts_19.csv
RAL-092,RT-1020L,1,RAL-092-0,Model plate,Reel To Reel Tape,1,parts_19.csv
RAL-100,QT-74,1,RAL-100-0,Model name plate,Reel To Reel Tape,1,parts_19.csv
RAL-127,CT-F7171,1,RAL-127-0,Name plate  (KCU Model),Cassette Tape,1,parts_19.csv
RAL-129,CT-F7171,1,RAL-129-0,Name plate  (FV model),Cassette Tape,1,parts_19.csv
RAL-130,RT-1011L,1,RAL-130-0,Name plate (model),Reel To Reel Tape,1,parts_19.csv
RAL-150,RT-1011L,1,RAL-150-0,Name plate (KU model),Reel To Reel Tape,1,parts_19.csv
RAL-151,RT-1011L,1,RAL-151-0,Name plate (FV model),Reel To Reel Tape,1,parts_19.csv
RAL-161,CT-F6161,1,RAL-161-0,Name plate   (KCU model),Cassette Tape,1,parts_19.csv
RAL-163,CT-F6161,1,RAL-163-0,Name plate   (FV model),Cassette Tape,1,parts_19.csv
RAP-002,QT-6600,1,RAP-002-0,Aluminum frame (Right side),Reel To Reel Tape,1,parts_19.csv
RAP-003,QT-6600,1,RAP-003-0,Aluminum frame (Left side),Reel To Reel Tape,1,parts_19.csv
RAP-004,QT-6100,1,RAP-004-C,Amplifier panel,Reel To Reel Tape,1,parts_19.csv
RAP-017,QT-6100,1,RAP-017-0,Aluminum frame (B),Reel To Reel Tape,2,parts_19.csv
RAP-024,QT-74,1,RAP-024-0,Aluminum frame (A),Reel To Reel Tape,1,parts_19.csv
RAP-032,QT-6600; QT-74,2,RAP-032-0,Counter escutcheon,Reel To Reel Tape,2,parts_19.csv
RAP-033,QT-74,1,RAP-033-0,Aluminum frame,Reel To Reel Tape,1,parts_19.csv
RAP-034,QT-74,1,RAP-034-0,Aluminum frame,Reel To Reel Tape,1,parts_19.csv
RAP-035,RT-1011L; RT-1020L,2,RAP-035-0,Frame (A),Reel To Reel Tape,2,parts_19.csv
RAP-036,RT-1020L,1,RAP-036-B,Sash (B),Reel To Reel Tape,2,parts_19.csv
RAP-041,RT-1020L,1,RAP-041-0,Rosette washer,Reel To Reel Tape,1,parts_19.csv
RAP-043,RT-1020L,1,RAP-043-A,Meter Escutcheon,Reel To Reel Tape,1,parts_19.csv
RAP-046,RT-1011L,1,RAP-046-0,Flame (B); Frame (B),Reel To Reel Tape,2,parts_19.csv
RAT-002,RT-1011L; RT-1020L,2,RAT-002-A,Cap (pinch roller); Pinch roller cap,Reel To Reel Tape,2,parts_19.csv
RAT-003,RT-1020L,1,RAT-003-0,Cap (bearing),Reel To Reel Tape,1,parts_19.csv
RAT-005,RT-1011L,1,RAT-005-A,REC lamp escutcheon,Reel To Reel Tape,1,parts_19.csv
RAT-007,RT-1011L,1,RAT-007-0,Cap,Reel To Reel Tape,1,parts_19.csv
RAW-001,QT-6100; QT-6600; QT-74,3,RAW-001-0,Counter,Reel To Reel Tape,3,parts_19.csv
RAW-002,QT-6600,1,RAW-002-B,Level meter,Reel To Reel Tape,2,parts_19.csv
RAW-003,QT-6100,1,RAW-003-0,Level meter,Reel To Reel Tape,1,parts_19.csv
RAW-005,T-3500,1,RAW-005,METER,Cassette Tape,1,parts_19.csv
RAW-013,QT-74,1,RAW-013-A,Level meter,Reel To Reel Tape,1,parts_19.csv
RAW-017,RT-1011L; RT-1020L,2,RAW-017-0,Counter,Reel To Reel Tape,2,parts_19.csv
RAW-018,RT-1011L; RT-1020L,2,RAW-018-0,Level meter,Reel To Reel Tape,2,parts_19.csv
RAW-022,CT-F7171,1,RAW-022-0,Level meter,Cassette Tape,1,parts_19.csv
RAW-023,CT-F7171,1,RAW-023-0,Tape counter assembly,Cassette Tape,1,parts_19.csv
RAW-025,CT-F6161,1,RAW-025-0,Level meter,Cassette Tape,1,parts_19.csv
RAW-026,CT-F6161,1,RAW-026-0,Tape counter assembly,Cassette Tape,1,parts_19.csv
RAW-032,CT-F9191,1,RAW-032-0,Level meter,Cassette Tape,1,parts_19.csv
RAW-033,CT-F8282; CT-F9191,2,RAW-033,Tape counter,Cassette Tape,2,parts_19.csv
RAW-041,CT-F8282,1,RAW-041,"Level meter (LEFT, RIGHT)",Cassette Tape,1,parts_19.csv
RAW-045,CT-F7272,1,RAW-045,Counter,Cassette Tape,1,parts_19.csv
RAW-046,CT-F6262,1,RAW-046,Tape counter,Cassette Tape,1,parts_19.csv
RAW-047,CT-F7272,1,RAW-047,Level meter,Cassette Tape,1,parts_19.csv
RAW-049,CT-F6262,1,RAW-049,Level meter,Cassette Tape,1,parts_19.csv
RAW-051,CT-F700,1,RAW-051,Counter,Cassette Tape,1,parts_19.csv
RAW-054,RT-701,1,RAW-054,Tape counter,Reel To Reel Tape,1,parts_19.csv
RAW-055,RT-707,1,RAW-055,Level meter R,Reel To Reel Tape,1,parts_19.csv
RAW-056,RT-707,1,RAW-056,Level meter L,Reel To Reel Tape,1,parts_19.csv
RAW-057,RT-707,1,RAW-057,Tape counter,Reel To Reel Tape,1,parts_19.csv
RAW-061,RT-701,1,RAW-061,Level metev L,Reel To Reel Tape,1,parts_19.csv
RAW-062,RT-701,1,RAW-062,Level meter R,Reel To Reel Tape,1,parts_19.csv
RAW-064,CT-F1000,1,RAW-064,Tape counter,Cassette Tape,1,parts_19.csv
RAW-067,CT-F1000,1,RAW-067,Level meter assembly,Cassette Tape,1,parts_19.csv
RAW-070,CT-F700,1,RAW-070,Level meter assembly,Cassette Tape,1,parts_19.csv
RAW-074,CT-F700,1,RAW-074,Level meter assembly P,Cassette Tape,1,parts_19.csv
RAW-094,CT-F500/505,1,RAW-094,Level meter (CT-F500),Cassette Tape,1,parts_19.csv
RAW-095,CT-F500/505,1,RAW-095,Tape counter,Cassette Tape,1,parts_19.csv
RAW-109,CT-F500/505,1,RAW-109,Level meter (CT-F505),Cassette Tape,1,parts_19.csv
RAW-121,CT-F600/605,1,RAW-121,Tape counter,Cassette Tape,1,parts_19.csv
RAW-126,CT-F850,1,RAW-126,Counter,Cassette Tape,1,parts_19.csv
RAW-127,CT-F750,1,RAW-127,Tape counter,Cassette Tape,1,parts_19.csv
RAW-156,CT-F1050,1,RAW-156,LED array,Cassette Tape,1,parts_19.csv
RAX-001,QT-6600; QT-74,2,RAX-001-B; RAX-001-C,Dust cover assembly,Reel To Reel Tape,3,parts_19.csv
RAX-008,RT-1020L,1,RAX-008-B,Center base,Reel To Reel Tape,1,parts_19.csv
RBA-004,CT-F6161; CT-F7171,2,RBA-004-0,Stud screw,Cassette Tape,2,parts_19.csv
RBA-026,CT-F950,1,RBA-026,Screw,Cassette Tape,1,parts_19.csv
RBA-036,CT-F600/605,1,RBA-036,Screw,Cassette Tape,1,parts_19.csv
RBA-038,CT-F850; CT-F950,2,RBA-038,Screw,Cassette Tape,2,parts_19.csv
RBA-039,CT-F1050,1,RBA-039,Tapping screw,Cassette Tape,1,parts_19.csv
RBA-044,CT-F1250; CT-F950,2,RBA-044,Screw (A),Cassette Tape,2,parts_19.csv
RBA-045,CT-F1250; CT-F950,2,RBA-045,Screw (B),Cassette Tape,2,parts_19.csv
RBA-046,CT-F1050; CT-F750,2,RBA-046,Screw,Cassette Tape,2,parts_19.csv
RBA-064,CT-F1050,1,RBA-064,Step screw,Cassette Tape,1,parts_19.csv
RBE-005,QT-74,1,RBE-005-0,Damper washer,Reel To Reel Tape,1,parts_19.csv
RBF-007,RT-1020L,1,RBF-007-0,Nylon washer,Reel To Reel Tape,1,parts_19.csv
RBF-013,CT-F750; CT-F850; CT-F900; CT-F950,4,RBF-013,Steel ball,Cassette Tape,4,parts_19.csv
RBF-018,RT-1011L,1,RBF-018-0,Washer,Reel To Reel Tape,1,parts_19.csv
RBF-019,RT-1011L; RT-707,2,RBF-019; RBF-019-0,Bushing; Insulator,Reel To Reel Tape,2,parts_19.csv
RBF-020,CT-F7171,1,RBF-020-0,Spacer,Cassette Tape,1,parts_19.csv
RBF-021,CT-F6161; CT-F7171,2,RBF-021-0,Teflon washer,Cassette Tape,2,parts_19.csv
RBF-030,CT-F1050; CT-F600/605; CT-F6262; CT-F7272; CT-F750,5,RBF-030,Oil fence washer; Oil stopper; Washer,Cassette Tape,5,parts_19.csv
RBF-037,CT-F1250; CT-F850; CT-F950,3,RBF-037,Washer,Cassette Tape,3,parts_19.csv
RBG-003,QT-74,1,RBG-003-0,Special retaining washer,Reel To Reel Tape,1,parts_19.csv
RBH -076,QT-6100; QT-6600,2,RBH -076-0,Head spring,Reel To Reel Tape,2,parts_19.csv
RBH-050,QT-6100; QT-6600; QT-74,3,RBH-050-0,Speed selector cam spring; Speed selector cam sprlng,Reel To Reel Tape,3,parts_19.csv
RBH-055,QT-74,1,RBH-055-0,Brake spring,Reel To Reel Tape,1,parts_19.csv
RBH-076,QT-6100; QT-74,2,RBH-076-0,Head spring,Reel To Reel Tape,2,parts_19.csv
RBH-080,QT-74,1,RBH-080-0,Damper spring,Reel To Reel Tape,1,parts_19.csv
RBH-081,QT-74,1,RBH-081-0,Back tension Spring,Reel To Reel Tape,1,parts_19.csv
RBH-110,CT-F6161; CT-F7171,2,RBH-110-B,Spring (Sliding bar),Cassette Tape,2,parts_19.csv
RBH-121,QT-74,1,RBH-121-0,Tension pulley spring,Reel To Reel Tape,1,parts_19.csv
RBH-146,RT-1011L; RT-1020L,2,RBH-146-0,Pinch pressure spring,Reel To Reel Tape,2,parts_19.csv
RBH-148,RT-1020L,1,RBH-148-A,Spring (roller arm),Reel To Reel Tape,1,parts_19.csv
RBH-149,RT-1011L; RT-1020L,2,RBH-149-A,Tension arm spring,Reel To Reel Tape,2,parts_19.csv
RBH-152,RT-1011L; RT-1020L,2,RBH-152-0,Release spring; Release-spring,Reel To Reel Tape,2,parts_19.csv
RBH-162,RT-1011L; RT-1020L; RT-701,3,RBH-162; RBH-162-0,Reel base spring,Reel To Reel Tape,3,parts_19.csv
RBH-169,RT-1011L; RT-1020L,2,RBH-169-0,Shifter spring,Reel To Reel Tape,2,parts_19.csv
RBH-170,RT-1011L; RT-1020L,2,RBH-170-0,Backward spring; Pinch backward spring,Reel To Reel Tape,2,parts_19.csv
RBH-173,RT-1011L; RT-1020L,2,RBH-173-0,Brake spring; Brake Spring,Reel To Reel Tape,2,parts_19.csv
RBH-176,CT-F6161; CT-F7171,2,RBH-176-0,Spring (operating button),Cassette Tape,2,parts_19.csv
RBH-181,CT-F6161; CT-F7171,2,RBH-181-0,Spring (head base),Cassette Tape,2,parts_19.csv
RBH-182,CT-F6161; CT-F7171,2,RBH-182-0,Spring (brake),Cassette Tape,2,parts_19.csv
RBH-183,CT-F6161; CT-F7171,2,RBH-183-0,Adjusting spring (head),Cassette Tape,2,parts_19.csv
RBH-184,CT-F6161; CT-F7171,2,RBH-184-0,Spring for brake lever,Cassette Tape,2,parts_19.csv
RBH-187,CT-F6161; CT-F7171,2,RBH-187-0,Spring for FF lever,Cassette Tape,2,parts_19.csv
RBH-188,CT-F6161; CT-F7171,2,RBH-188-0,FR lever spring D; FR lever. D,Cassette Tape,2,parts_19.csv
RBH-189,CT-F6161; CT-F7171,2,RBH-189-0,Spring for REW lever,Cassette Tape,2,parts_19.csv
RBH-190,CT-F6161; CT-F7171,2,RBH-190-0,Spring for tension arm,Cassette Tape,2,parts_19.csv
RBH-194,RT-1011L,1,RBH-194-0,Roller arm spring,Reel To Reel Tape,1,parts_19.csv
RBH-200,CT-F6161; CT-F7171,2,RBH-200-0,Spring (Cam),Cassette Tape,2,parts_19.csv
RBH-201,CT-F6161; CT-F7171,2,RBH-201-0,Spring (Sliding plate),Cassette Tape,2,parts_19.csv
RBH-202,CT-F6161; CT-F7171,2,RBH-202-0,Spring (Door lock bar),Cassette Tape,2,parts_19.csv
RBH-203,CT-F6161; CT-F7171,2,RBH-203-0,Spring (Release lever),Cassette Tape,2,parts_19.csv
RBH-204,CT-F6161; CT-F7171,2,RBH-204-0,Spring (Cassette positioner R),Cassette Tape,2,parts_19.csv
RBH-205,CT-F6161; CT-F7171,2,RBH-205-0,Spring (Cassette positioner L),Cassette Tape,2,parts_19.csv
RBH-208,CT-F6161; CT-F7171,2,RBH-208-0,Spring,Cassette Tape,2,parts_19.csv
RBH-209,CT-F6161; CT-F7171,2,RBH-209-0,Spring (Sliding bar),Cassette Tape,2,parts_19.csv
RBH-210,CT-F6161; CT-F7171,2,RBH-210-0,Door spring,Cassette Tape,2,parts_19.csv
RBH-211,CT-F6161; CT-F7171,2,RBH-211-0,Spring (head base),Cassette Tape,2,parts_19.csv
RBH-214,CT-F6161; CT-F7171,2,RBH-214-0,Spring (STOP EJECT button),Cassette Tape,2,parts_19.csv
RBH-215,CT-F6161; CT-F7171,2,RBH-215-0,Spring (button lock),Cassette Tape,2,parts_19.csv
RBH-216,CT-F6161,1,RBH-216-0,Spring (EJECT),Cassette Tape,1,parts_19.csv
RBH-217,CT-F6161; CT-F7171,2,RBH-217-0,Spring (pause lock),Cassette Tape,2,parts_19.csv
RBH-218,CT-F6161; CT-F7171,2,RBH-218-0,Prevention plate spring,Cassette Tape,2,parts_19.csv
RBH-219,CT-F6161; CT-F7171,2,RBH-219-0,Spring (pinch roller),Cassette Tape,2,parts_19.csv
RBH-220,CT-F6161; CT-F7171,2,RBH-220-0,Spring (Pause-lever),Cassette Tape,2,parts_19.csv
RBH-221,CT-F6161; CT-F7171,2,RBH-221-0,Spring for idler B lever,Cassette Tape,2,parts_19.csv
RBH-222,CT-F6161; CT-F7171,2,RBH-222-0,Spring for REC lever,Cassette Tape,2,parts_19.csv
RBH-226,CT-F6161; CT-F7171,2,RBH-226-0,Spring for REC lever,Cassette Tape,2,parts_19.csv
RBH-227,CT-F6161; CT-F7171,2,RBH-227-0,Spring,Cassette Tape,2,parts_19.csv
RBH-277,CT-F6262; CT-F7272,2,RBH-277,Spring,Cassette Tape,2,parts_19.csv
RBH-280,CT-F6262,1,RBH-280,Spring,Cassette Tape,1,parts_19.csv
RBH-281,CT-F6262,1,RBH-281,Spring,Cassette Tape,1,parts_19.csv
RBH-282,CT-F6262; CT-F7272,2,RBH-282,Spring,Cassette Tape,2,parts_19.csv
RBH-283,CT-F6262; CT-F7272,2,RBH-283,Spring,Cassette Tape,2,parts_19.csv
RBH-284,CT-F6262; CT-F7272,2,RBH-284,Spring,Cassette Tape,2,parts_19.csv
RBH-285,CT-F6262; CT-F7272,2,RBH-285,Retainer spring (L); Spring (L),Cassette Tape,2,parts_19.csv
RBH-286,CT-F6262; CT-F7272,2,RBH-286,Retainer spring (R); Spring (R),Cassette Tape,2,parts_19.csv
RBH-287,CT-F6262; CT-F7272,2,RBH-287,Spring,Cassette Tape,2,parts_19.csv
RBH-288,CT-F6262; CT-F7272,2,RBH-288,Spring,Cassette Tape,2,parts_19.csv
RBH-290,CT-F6262; CT-F7272,2,RBH-290,Spring,Cassette Tape,2,parts_19.csv
RBH-291,CT-F6262; CT-F7272,2,RBH-291,Spring,Cassette Tape,2,parts_19.csv
RBH-292,CT-F6262; CT-F7272,2,RBH-292,Brake pressure spring; Spring,Cassette Tape,2,parts_19.csv
RBH-293,CT-F6262; CT-F7272,2,RBH-293,Spring,Cassette Tape,2,parts_19.csv
RBH-294,CT-F6262; CT-F7272,2,RBH-294,Operating lever spring; Spring,Cassette Tape,2,parts_19.csv
RBH-295,CT-F6262; CT-F7272,2,RBH-295,Pause lever spring; Spring,Cassette Tape,2,parts_19.csv
RBH-296,CT-F6262; CT-F7272,2,RBH-296,Spring,Cassette Tape,2,parts_19.csv
RBH-297,CT-F6262; CT-F7272,2,RBH-297,Ratchet spring; Spring,Cassette Tape,2,parts_19.csv
RBH-301,CT-F6262; CT-F7272,2,RBH-301,Spring,Cassette Tape,2,parts_19.csv
RBH-302,CT-F6262,1,RBH-302,Return spring,Cassette Tape,1,parts_19.csv
RBH-304,CT-F6262; CT-F7272,2,RBH-304,Pinch roller spring; Spring,Cassette Tape,2,parts_19.csv
RBH-306,CT-F600/605; CT-F6262; CT-F7272,3,RBH-306,Head adjusting spring; Spring,Cassette Tape,3,parts_19.csv
RBH-310,CT-F6262; CT-F7272,2,RBH-310,Spring,Cassette Tape,2,parts_19.csv
RBH-313,RT-701; RT-707,2,RBH-313,Brake spring,Reel To Reel Tape,2,parts_19.csv
RBH-320,RT-701; RT-707,2,RBH-320,Shut off lever,Reel To Reel Tape,2,parts_19.csv
RBH-322,RT-707,1,RBH-322,Release lever,Reel To Reel Tape,1,parts_19.csv
RBH-323,RT-707,1,RBH-323,Release arm spring,Reel To Reel Tape,1,parts_19.csv
RBH-325,RT-707,1,RBH-325,Spring C,Reel To Reel Tape,1,parts_19.csv
RBH-326,RT-707,1,RBH-326,T Spring B,Reel To Reel Tape,1,parts_19.csv
RBH-329,RT-707,1,RBH-329,T spring A,Reel To Reel Tape,1,parts_19.csv
RBH-351,RT-701,1,RBH-351,Release lever,Reel To Reel Tape,1,parts_19.csv
RBH-356,CT-F700,1,RBH-356,Pause arm assembly,Cassette Tape,1,parts_19.csv
RBH-362,RT-701,1,RBH-362,Brake release spring,Reel To Reel Tape,1,parts_19.csv
RBH-373,CT-F1250; CT-F850; CT-F950,3,RBH-373,Spring,Cassette Tape,3,parts_19.csv
RBH-374,CT-F1250; CT-F750; CT-F850; CT-F950,4,RBH-374,Spring; Spring .,Cassette Tape,4,parts_19.csv
RBH-388,CT-F700,1,RBH-388,Head base spring,Cassette Tape,1,parts_19.csv
RBH-391,CT-F700,1,RBH-391,Ratchet wire,Cassette Tape,1,parts_19.csv
RBH-397,CT-F700,1,RBH-397,Door spring,Cassette Tape,1,parts_19.csv
RBH-398,CT-F700,1,RBH-398,Lever spring,Cassette Tape,1,parts_19.csv
